58,1,1,1,pqm,6,"Using the scale shown, please indicate to what degree your practice experience reflected each of the 6 statements below, each time you practice.","During practice, I attempted to return to my present-moment experience, whether unpleasant, pleasant, or neutral.",0,Almost Always,1,Very Frequently,2,Somewhat Frequently,3,Somewhat Infrequently,4,Very Infrequently,5,Almost Never,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59,1,1,2,pqm,6,"Using the scale shown, please indicate to what degree your practice experience reflected each of the 6 statements below, each time you practice.","During practice, I attempted to return to each experience, no matter how unpleasant, with a sense that _It_s OK to experience this_.",0,Almost Always,1,Very Frequently,2,Somewhat Frequently,3,Somewhat Infrequently,4,Very Infrequently,5,Almost Never,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60,1,1,3,pqm,6,"Using the scale shown, please indicate to what degree your practice experience reflected each of the 6 statements below, each time you practice.","During practice, I attempted to feel each experience as bare sensations in the body (tension in throat, movement in belly, etc).",0,Almost Always,1,Very Frequently,2,Somewhat Frequently,3,Somewhat Infrequently,4,Very Infrequently,5,Almost Never,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61,1,1,4,pqm,6,"Using the scale shown, please indicate to what degree your practice experience reflected each of the 6 statements below, each time you practice.","During practice, I was struggling against having certain experiences (e.g., unpleasant thoughts, emotions, and/or bodily sensations).",0,Almost Always,1,Very Frequently,2,Somewhat Frequently,3,Somewhat Infrequently,4,Very Infrequently,5,Almost Never,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
62,1,1,5,pqm,6,"Using the scale shown, please indicate to what degree your practice experience reflected each of the 6 statements below, each time you practice.","During practice, I was actively avoiding or _pushing away_ certain experiences.",0,Almost Always,1,Very Frequently,2,Somewhat Frequently,3,Somewhat Infrequently,4,Very Infrequently,5,Almost Never,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
63,1,1,6,pqm,6,"Using the scale shown, please indicate to what degree your practice experience reflected each of the 6 statements below, each time you practice.","During practice, I was actively trying to fix or change certain experiences, in order to get to a _better place_.",0,Almost Always,1,Very Frequently,2,Somewhat Frequently,3,Somewhat Infrequently,4,Very Infrequently,5,Almost Never,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
64,1,2,1,statemnd,6,"During the self-awareness/relaxation/active-listening activity, please indicate to what degree you were having each experience described below.",I was finding it difficult to stay focused on what was happening.,0,Almost Always,1,Very Frequently,2,Somewhat Frequently,3,Somewhat Infrequently,4,Very Infrequently,5,Almost Never,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
65,1,2,2,statemnd,6,"During the self-awareness/relaxation/active-listening activity, please indicate to what degree you were having each experience described below.",I was doing the activity without paying attention.,0,Almost Always,1,Very Frequently,2,Somewhat Frequently,3,Somewhat Infrequently,4,Very Infrequently,5,Almost Never,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
66,1,2,3,statemnd,6,"During the self-awareness/relaxation/active-listening activity, please indicate to what degree you were having each experience described below.",I was preoccupied with the future or the past.,0,Almost Always,1,Very Frequently,2,Somewhat Frequently,3,Somewhat Infrequently,4,Very Infrequently,5,Almost Never,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,1,2,4,statemnd,6,"During the self-awareness/relaxation/active-listening activity, please indicate to what degree you were having each experience described below.","I was doing the activity automatically, without being aware of what I was doing.",0,Almost Always,1,Very Frequently,2,Somewhat Frequently,3,Somewhat Infrequently,4,Very Infrequently,5,Almost Never,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
68,1,2,5,statemnd,6,"During the self-awareness/relaxation/active-listening activity, please indicate to what degree you were having each experience described below.",I was rushing through the activity without being really attentive to it.,0,Almost Always,1,Very Frequently,2,Somewhat Frequently,3,Somewhat Infrequently,4,Very Infrequently,5,Almost Never,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69,1,3,1,stress,5,,Please rate the amount of stress you experienced in the last 24 hours?,0,None,1,Very Little,2,A Moderate Amount,3,Quite a Bit,4,A Gret Deal,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
70,1,4,1,sleep,5,,Please rate the quality of your sleep in the last 24 hours?,0,Excellent,1,Very Good,2,Fair,3,Poor,4,Very Poor,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
71,1,5,1,diet,5,,Please rate the quality of your diet in the last 24 hours?,0,Excellent,1,Very Good,2,Fair,3,Poor,4,Very Poor,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
72,1,6,1,relation,5,,Please rate the quality of your relationships in the last 24 hours?,0,Excellent,1,Very Good,2,Fair,3,Poor,4,Very Poor,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
73,1,7,1,busy,5,,Please rate how busy you were in the last 24 hours?,0,Not at all,1,Slightly Busy,2,Somewhat Busy,3,Moderately Busy,4,Extremely Busy,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
74,1,8,1,physical,5,Physical activity is any activity that increases your heart rate and makes you get out of breath for some time.,How many minutes of physical activity did you experience in the last 24 hours?,0,0 mins,1,1-10 mins,2,11-30 mins,3,31-45 mins,4,More Than 45 mins,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
